5,1,6720,1819.258061
5,1,6720,1822.687094
5,1,6720,1714.962720
5,1,6720,1681.038166
5,1,6720,1673.718940
5,1,6720,1795.865794
5,1,6720,1817.961304
5,1,6720,1779.442217
5,1,6720,1735.475077
5,1,6720,1782.953838
5,1,6720,1782.107474
5,1,6720,1546.537060
5,1,6720,1610.993120
5,1,6720,1602.373853
5,1,6720,1776.161852
5,1,6720,1615.876438
5,1,6720,1779.886764
5,1,6720,1767.176387
5,1,6720,1762.028259
5,1,6720,1572.870076
5,1,6720,1777.321130
5,1,6720,1644.245958
5,1,6720,1576.004515
5,1,6720,1761.693868
5,1,6720,1789.468630
5,1,6720,1560.393938
5,1,6720,1505.113472
5,1,6720,1776.268759
5,1,6720,1549.773600
5,1,6720,1779.723408
5,2,6720,919.708977
5,2,6720,922.783796
5,2,6720,803.589014
5,2,6720,780.072126
5,2,6720,685.364621
5,2,6720,905.450593
5,2,6720,788.117742
5,2,6720,893.815203
5,2,6720,802.245205
5,2,6720,875.606457
5,2,6720,915.196269
5,2,6720,773.748375
5,2,6720,789.296349
5,2,6720,912.553845
5,2,6720,913.153255
5,2,6720,787.971030
5,2,6720,901.830019
5,2,6720,798.596321
5,2,6720,905.599124
5,2,6720,897.925802
5,2,6720,790.976332
5,2,6720,888.176460
5,2,6720,719.559994
5,2,6720,789.168072
5,2,6720,896.838281
5,2,6720,784.941229
5,2,6720,798.642182
5,2,6720,902.622179
5,2,6720,907.011703
5,2,6720,900.118947
5,4,6720,458.205767
5,4,6720,441.851796
5,4,6720,508.023221
5,4,6720,459.465343
5,4,6720,531.437524
5,4,6720,591.461422
5,4,6720,616.505817
5,4,6720,462.141711
5,4,6720,471.398399
5,4,6720,535.809437
5,4,6720,472.332325
5,4,6720,477.424342
5,4,6720,598.390326
5,4,6720,570.234484
5,4,6720,464.540877
5,4,6720,523.673555
5,4,6720,466.059043
5,4,6720,485.124876
5,4,6720,577.019394
5,4,6720,448.925051
5,4,6720,452.512899
5,4,6720,452.381776
5,4,6720,452.749160
5,4,6720,576.707082
5,4,6720,512.164219
5,4,6720,456.664851
5,4,6720,473.943945
5,4,6720,457.702964
5,4,6720,428.371706
5,4,6720,527.224481
6,1,6720,1403.619188
6,1,6720,1399.200198
6,1,6720,1231.621011
6,1,6720,1228.703995
6,1,6720,1091.737592
6,1,6720,1214.072031
6,1,6720,1492.979586
6,1,6720,1433.943104
6,1,6720,1221.588104
6,1,6720,1436.175484
6,1,6720,1238.941372
6,1,6720,1222.665889
6,1,6720,1269.010795
6,1,6720,1450.079047
6,1,6720,1314.534442
6,1,6720,1293.148722
6,1,6720,1452.003225
6,1,6720,1287.232177
6,1,6720,1285.200158
6,1,6720,1446.853034
6,1,6720,1454.067761
6,1,6720,1447.205941
6,1,6720,1433.925746
6,1,6720,1438.244594
6,1,6720,1276.176786
6,1,6720,1207.917596
6,1,6720,1474.351433
6,1,6720,1276.068666
6,1,6720,1263.963623
6,1,6720,1247.601343
6,2,6720,650.513085
6,2,6720,654.712474
6,2,6720,658.480229
6,2,6720,746.362203
6,2,6720,742.319168
6,2,6720,739.774925
6,2,6720,657.668952
6,2,6720,744.626306
6,2,6720,648.877096
6,2,6720,746.868714
6,2,6720,595.204007
6,2,6720,597.690244
6,2,6720,650.956248
6,2,6720,649.509049
6,2,6720,732.795060
6,2,6720,644.858878
6,2,6720,743.586618
6,2,6720,747.792326
6,2,6720,643.299885
6,2,6720,751.394172
6,2,6720,653.046718
6,2,6720,651.721956
6,2,6720,743.375573
6,2,6720,639.717812
6,2,6720,648.202500
6,2,6720,738.165369
6,2,6720,647.021748
6,2,6720,731.361716
6,2,6720,735.606012
6,2,6720,742.341539
6,4,6720,402.026716
6,4,6720,382.010286
6,4,6720,398.529280
6,4,6720,407.350933
6,4,6720,403.209111
6,4,6720,472.538076
6,4,6720,387.892835
6,4,6720,461.048028
6,4,6720,456.097917
6,4,6720,395.593485
6,4,6720,390.341395
6,4,6720,385.080665
6,4,6720,493.605981
6,4,6720,403.713954
6,4,6720,400.751285
6,4,6720,445.188592
6,4,6720,393.086178
6,4,6720,480.999897
6,4,6720,413.090802
6,4,6720,433.151462
6,4,6720,475.044910
6,4,6720,396.176619
6,4,6720,469.064777
6,4,6720,392.388582
6,4,6720,428.384528
6,4,6720,428.841310
6,4,6720,461.800954
6,4,6720,384.659405
6,4,6720,389.371566
6,4,6720,476.112810
7,1,6720,1255.084494
7,1,6720,1080.718607
7,1,6720,1212.736050
7,1,6720,1199.342285
7,1,6720,1076.004180
7,1,6720,1222.916805
7,1,6720,1059.677326
7,1,6720,1054.049832
7,1,6720,1068.942863
7,1,6720,1060.154022
7,1,6720,1063.151745
7,1,6720,1053.625043
7,1,6720,1204.889211
7,1,6720,1081.420702
7,1,6720,1086.317539
7,1,6720,1198.718964
7,1,6720,1140.368816
7,1,6720,1077.005132
7,1,6720,1066.528154
7,1,6720,1068.019628
7,1,6720,1066.476024
7,1,6720,1066.335426
7,1,6720,1224.634491
7,1,6720,1077.421409
7,1,6720,1061.406099
7,1,6720,1194.894518
7,1,6720,1057.223020
7,1,6720,1050.942981
7,1,6720,1191.131818
7,1,6720,1053.466181
7,2,6720,564.016193
7,2,6720,563.320091
7,2,6720,631.807642
7,2,6720,626.180170
7,2,6720,564.348928
7,2,6720,569.529114
7,2,6720,555.669582
7,2,6720,567.414384
7,2,6720,584.258826
7,2,6720,582.588957
7,2,6720,561.673294
7,2,6720,561.959315
7,2,6720,559.700925
7,2,6720,550.507937
7,2,6720,631.732884
7,2,6720,619.335441
7,2,6720,556.541557
7,2,6720,563.480636
7,2,6720,626.046191
7,2,6720,622.805629
7,2,6720,618.361260
7,2,6720,626.089746
7,2,6720,555.044995
7,2,6720,556.625849
7,2,6720,622.595651
7,2,6720,618.861968
7,2,6720,558.407799
7,2,6720,556.731198
