nodes,threads,N,time
1,2,16384,0.0582695
1,2,16384,0.0603241
1,2,16384,0.0587371
1,2,16384,0.059486
1,2,16384,0.0581573
1,2,16384,0.0596047
1,2,16384,0.0581012
1,2,16384,0.0601469
1,2,16384,0.0575172
1,2,16384,0.0592204
1,2,16384,0.0585
1,2,16384,0.0605334
1,2,16384,0.058035
1,2,16384,0.0584163
1,4,16384,0.0588927
1,4,16384,0.0587068
1,4,16384,0.0576919
1,4,16384,0.0585998
1,4,16384,0.058098
1,4,16384,0.0592796
1,4,16384,0.059136
1,4,16384,0.0583372
1,4,16384,0.0584846
1,4,16384,0.0584288
1,4,16384,0.060552
1,4,16384,0.057669
1,4,16384,0.05843
1,4,16384,0.0586319
1,4,16384,0.0595517
1,4,16384,0.0594237
1,4,16384,0.0584762
1,4,16384,0.0586706
1,4,16384,0.057977
1,4,16384,0.0587023
2,4,16384,0.0594623
2,4,16384,0.0607718
2,4,16384,0.059478
2,4,16384,0.0608269
2,4,16384,0.0598665
2,4,16384,0.0601576
2,4,16384,0.059595
2,4,16384,0.0600726
2,4,16384,0.0608891
2,4,16384,0.060495
2,4,16384,0.0596864
2,4,16384,0.0602302
2,4,16384,0.0593131
2,4,16384,0.0602515
2,4,16384,0.0597245
2,4,16384,0.0596612
2,4,16384,0.0592677
2,4,16384,0.0603662
2,4,16384,0.0597756
2,4,16384,0.0599365
4,4,16384,0.191995
4,4,16384,0.185062
4,4,16384,0.184063
4,4,16384,0.235934
4,4,16384,0.181452
4,4,16384,0.179606
4,4,16384,0.208953
4,4,16384,0.205244
4,4,16384,0.177027
4,4,16384,0.188838
4,4,16384,0.210528
4,4,16384,0.196981
4,4,16384,0.187219
4,4,16384,0.186587
4,4,16384,0.174961
4,4,16384,0.184408
4,4,16384,0.193141
4,4,16384,0.186417
4,4,16384,0.176087
4,4,16384,0.185224
7,4,16384,0.206583
7,4,16384,0.198741
7,4,16384,0.204147
7,4,16384,0.44869
7,4,16384,0.195723
7,4,16384,0.218431
7,4,16384,0.401202
7,4,16384,0.196166
7,4,16384,0.196915
7,4,16384,0.199489
7,4,16384,0.193206
7,4,16384,0.192358
7,4,16384,0.192122
7,4,16384,0.197052
7,4,16384,0.186935
7,4,16384,0.20834
7,4,16384,0.191611
7,4,16384,0.211251
7,4,16384,0.202781
7,4,16384,0.192571
1,2,32768,0.21308
1,2,32768,0.209954
1,2,32768,0.213415
1,2,32768,0.211032
1,2,32768,0.211709
1,2,32768,0.211769
1,2,32768,0.211102
1,2,32768,0.213496
1,2,32768,0.210227
1,2,32768,0.210748
1,2,32768,0.209974
1,2,32768,0.210507
1,2,32768,0.211242
1,2,32768,0.211084
1,2,32768,0.209791
1,2,32768,0.213819
1,2,32768,0.210209
1,2,32768,0.209833
1,2,32768,0.21019
1,2,32768,0.210752
1,4,32768,0.210649
1,4,32768,0.210871
1,4,32768,0.211719
1,4,32768,0.211891
1,4,32768,0.212267
1,4,32768,0.21236
1,4,32768,0.211489
1,4,32768,0.210687
1,4,32768,0.211919
1,4,32768,0.210986
1,4,32768,0.211565
1,4,32768,0.212011
1,4,32768,0.210538
1,4,32768,0.213266
1,4,32768,0.211533
1,4,32768,0.211018
1,4,32768,0.213449
1,4,32768,0.212187
1,4,32768,0.211782
1,4,32768,0.211759
2,4,32768,0.215957
2,4,32768,0.218168
2,4,32768,0.216009
2,4,32768,0.219828
2,4,32768,0.215566
2,4,32768,0.216433
2,4,32768,0.216186
2,4,32768,0.216072
2,4,32768,0.216479
2,4,32768,0.216371
2,4,32768,0.217911
2,4,32768,0.216104
2,4,32768,0.217412
2,4,32768,0.216324
2,4,32768,0.218386
2,4,32768,0.216283
2,4,32768,0.217584
2,4,32768,0.216774
2,4,32768,0.217101
2,4,32768,0.21617
4,4,32768,0.276789
4,4,32768,0.262629
4,4,32768,0.253362
4,4,32768,0.278685
4,4,32768,0.287
4,4,32768,0.267919
4,4,32768,0.265719
4,4,32768,0.290881
4,4,32768,0.276564
4,4,32768,0.277257
4,4,32768,0.273475
4,4,32768,0.276092
4,4,32768,0.272836
4,4,32768,0.267885
4,4,32768,0.248431
4,4,32768,0.271514
4,4,32768,0.27421
4,4,32768,0.250699
4,4,32768,0.268684
4,4,32768,0.260382
7,4,32768,0.414545
7,4,32768,7.53632
7,4,32768,0.224768
7,4,32768,0.267811
7,4,32768,0.224805
7,4,32768,0.235006
7,4,32768,0.245847
7,4,32768,0.235397
7,4,32768,0.232123
7,4,32768,0.256372
7,4,32768,0.207388
7,4,32768,0.290682
7,4,32768,0.239243
7,4,32768,0.444937
7,4,32768,0.225112
7,4,32768,0.255708
7,4,32768,0.230991
7,4,32768,0.429227
7,4,32768,0.233118
7,4,32768,0.259437
1,2,65536,0.782378
1,2,65536,0.780599
1,2,65536,0.779287
1,2,65536,0.781415
1,2,65536,0.78005
1,2,65536,0.782042
1,2,65536,0.781649
1,2,65536,0.782224
1,2,65536,0.779637
1,2,65536,0.782931
1,2,65536,0.779372
1,2,65536,0.780468
1,2,65536,0.780252
1,2,65536,0.783729
1,2,65536,0.780937
1,2,65536,0.783065
1,2,65536,0.78065
1,2,65536,0.782983
1,2,65536,0.782194
1,2,65536,0.779996
1,4,65536,0.781992
1,4,65536,0.781661
1,4,65536,0.781639
1,4,65536,0.782919
1,4,65536,0.784057
1,4,65536,0.782072
1,4,65536,0.782954
1,4,65536,0.781011
1,4,65536,0.782615
1,4,65536,0.781788
1,4,65536,0.781971
1,4,65536,0.781454
1,4,65536,0.781077
1,4,65536,0.781753
1,4,65536,0.780709
1,4,65536,0.7802
1,4,65536,0.779771
1,4,65536,0.782089
1,4,65536,0.784191
1,4,65536,0.781308
2,4,65536,0.80221
2,4,65536,0.801694
2,4,65536,0.802339
2,4,65536,0.80093
2,4,65536,0.800112
2,4,65536,0.800966
2,4,65536,0.802167
2,4,65536,0.801549
2,4,65536,0.804621
2,4,65536,0.802406
2,4,65536,0.803088
2,4,65536,0.799798
2,4,65536,0.803764
2,4,65536,0.801221
2,4,65536,0.804395
2,4,65536,0.801249
2,4,65536,0.806153
2,4,65536,0.80344
2,4,65536,0.805629
2,4,65536,0.800472
4,4,65536,0.547831
4,4,65536,0.526014
4,4,65536,0.518317
4,4,65536,0.516503
4,4,65536,0.522325
4,4,65536,0.531925
4,4,65536,0.50602
4,4,65536,0.515725
4,4,65536,0.511395
4,4,65536,0.520522
4,4,65536,0.50449
4,4,65536,0.502629
4,4,65536,0.502826
4,4,65536,0.552382
4,4,65536,0.498993
4,4,65536,0.528028
4,4,65536,0.511017
4,4,65536,0.566442
4,4,65536,0.523774
4,4,65536,0.523357
7,4,65536,0.579447
7,4,65536,0.351513
7,4,65536,0.339435
7,4,65536,0.353261
7,4,65536,0.36316
7,4,65536,0.330001
7,4,65536,0.582744
7,4,65536,0.334716
7,4,65536,0.328781
7,4,65536,0.354137
7,4,65536,0.367116
7,4,65536,0.523733
7,4,65536,0.349321
7,4,65536,0.345018
7,4,65536,0.351186
7,4,65536,0.35077
7,4,65536,0.3749
7,4,65536,0.517092
7,4,65536,0.546783
7,4,65536,0.349962
1,2,131072,2.92012
1,2,131072,2.92378
1,2,131072,2.92548
1,2,131072,2.92434
1,2,131072,2.92099
1,2,131072,2.92517
1,2,131072,2.9296
1,2,131072,2.92718
1,2,131072,2.93064
1,2,131072,2.92822
1,2,131072,2.92728
1,2,131072,2.92339
1,2,131072,2.92787
1,2,131072,2.92769
1,2,131072,2.922
1,2,131072,2.92214
1,2,131072,2.92362
1,2,131072,2.92349
1,2,131072,2.92487
1,2,131072,2.92744
1,4,131072,2.92725
1,4,131072,2.92693
1,4,131072,2.92773
1,4,131072,2.92976
1,4,131072,2.92556
1,4,131072,2.92877
1,4,131072,2.92766
1,4,131072,2.9262
1,4,131072,2.92509
1,4,131072,2.93039
1,4,131072,2.92679
1,4,131072,2.924
1,4,131072,2.9225
1,4,131072,2.92732
1,4,131072,2.92718
1,4,131072,2.92563
1,4,131072,2.92483
1,4,131072,2.92179
1,4,131072,2.9217
1,4,131072,2.92077
2,4,131072,3.00315
2,4,131072,3.0076
2,4,131072,3.00634
2,4,131072,3.02294
2,4,131072,3.00514
2,4,131072,3.00609
2,4,131072,3.00442
2,4,131072,3.00626
2,4,131072,3.00345
2,4,131072,3.00524
2,4,131072,3.0027
2,4,131072,3.00421
2,4,131072,3.00638
2,4,131072,3.00505
2,4,131072,3.00606
2,4,131072,3.0025
2,4,131072,3.00258
2,4,131072,3.0045
2,4,131072,3.00495
2,4,131072,3.00486
4,4,131072,1.34632
4,4,131072,1.36381
4,4,131072,1.3456
4,4,131072,1.38493
4,4,131072,1.28542
4,4,131072,1.31564
4,4,131072,1.35529
4,4,131072,1.43483
4,4,131072,1.32111
4,4,131072,1.34895
4,4,131072,1.39069
4,4,131072,1.35502
4,4,131072,1.35282
4,4,131072,1.31771
4,4,131072,1.3932
4,4,131072,1.3643
4,4,131072,1.39091
4,4,131072,1.31111
4,4,131072,1.37249
4,4,131072,1.29637
7,4,131072,0.783141
7,4,131072,0.950139
7,4,131072,0.750399
7,4,131072,0.755854
7,4,131072,0.762719
7,4,131072,0.741983
7,4,131072,0.730203
7,4,131072,1.48065
7,4,131072,0.774172
7,4,131072,0.806669
7,4,131072,0.760318
7,4,131072,6.90742
7,4,131072,0.776778
7,4,131072,0.814188
7,4,131072,0.772559
7,4,131072,0.750049
7,4,131072,0.861695
7,4,131072,0.756938
7,4,131072,0.753732
7,4,131072,0.74956
1,2,262144,10.9883
1,2,262144,10.9852
1,2,262144,10.9854
1,2,262144,10.9826
1,2,262144,10.9915
1,2,262144,10.993
1,2,262144,10.9906
1,2,262144,11.0106
1,2,262144,11.0009
1,2,262144,10.9971
1,2,262144,10.9919
1,2,262144,10.9904
1,2,262144,10.9879
1,2,262144,10.9876
1,2,262144,10.9861
1,2,262144,10.9844
1,2,262144,10.9897
1,2,262144,10.9967
1,2,262144,10.9879
1,2,262144,10.9908
1,4,262144,10.9946
1,4,262144,11.0002
1,4,262144,10.9914
1,4,262144,10.9923
1,4,262144,11.0007
1,4,262144,10.9946
1,4,262144,10.9891
1,4,262144,10.9912
1,4,262144,10.9841
1,4,262144,10.9879
1,4,262144,10.9967
1,4,262144,10.9921
1,4,262144,10.9934
1,4,262144,10.9973
1,4,262144,10.9996
1,4,262144,10.994
1,4,262144,10.9946
1,4,262144,11.0042
1,4,262144,10.9943
1,4,262144,10.9949
2,4,262144,11.2911
2,4,262144,11.2861
2,4,262144,11.2825
2,4,262144,11.2886
2,4,262144,11.2953
2,4,262144,11.2795
2,4,262144,11.2852
2,4,262144,11.279
2,4,262144,11.2793
2,4,262144,11.2911
2,4,262144,11.2916
2,4,262144,11.2923
2,4,262144,11.2941
2,4,262144,11.2842
2,4,262144,11.2876
2,4,262144,11.2874
2,4,262144,11.2856
2,4,262144,11.2827
2,4,262144,11.2895
2,4,262144,11.2879
4,4,262144,4.38288
4,4,262144,4.52361
4,4,262144,4.49515
4,4,262144,4.46616
4,4,262144,4.56669
4,4,262144,4.47724
4,4,262144,4.45672
4,4,262144,4.4344
4,4,262144,4.55928
4,4,262144,4.37682
4,4,262144,4.37163
4,4,262144,4.36969
4,4,262144,4.54334
4,4,262144,4.50159
4,4,262144,4.45441
4,4,262144,4.40997
4,4,262144,4.32648
4,4,262144,4.26783
4,4,262144,4.2607
4,4,262144,4.22865
7,4,262144,2.32588
7,4,262144,2.28452
7,4,262144,2.27256
7,4,262144,2.35268
7,4,262144,2.28188
7,4,262144,2.27702
7,4,262144,2.34255
7,4,262144,2.27254
7,4,262144,3.13827
7,4,262144,2.47958
7,4,262144,2.27659
7,4,262144,2.30938
7,4,262144,2.28549
7,4,262144,2.50653
7,4,262144,2.46508
7,4,262144,2.28392
7,4,262144,2.31553
7,4,262144,2.26884
7,4,262144,2.49094
7,4,262144,2.27294
1,2,524288,41.4375
1,2,524288,41.439
1,2,524288,41.4823
1,2,524288,41.4705
1,2,524288,41.4448
1,2,524288,41.4594
1,2,524288,41.4681
1,2,524288,41.4763
1,2,524288,41.4536
1,2,524288,41.4614
1,2,524288,41.4492
1,2,524288,41.4576
1,2,524288,41.4688
1,2,524288,41.4531
1,2,524288,41.4402
1,2,524288,41.4503
1,2,524288,41.4605
1,2,524288,41.4635
1,2,524288,41.4496
1,2,524288,41.4535
1,4,524288,41.4929
1,4,524288,41.4828
1,4,524288,41.4972
1,4,524288,41.4607
1,4,524288,41.4684
1,4,524288,41.4847
1,4,524288,41.5388
1,4,524288,41.4613
1,4,524288,41.4763
1,4,524288,41.4693
1,4,524288,41.475
1,4,524288,41.4351
1,4,524288,41.4697
1,4,524288,41.5403
1,4,524288,41.4594
1,4,524288,41.4523
1,4,524288,41.5964
1,4,524288,41.455
1,4,524288,41.4532
1,4,524288,41.4501
2,4,524288,42.5562
2,4,524288,42.5671
2,4,524288,42.5626
2,4,524288,42.5775
2,4,524288,42.5816
2,4,524288,42.5691
2,4,524288,42.5698
2,4,524288,42.5652
2,4,524288,42.5766
2,4,524288,42.5711
2,4,524288,42.9098
2,4,524288,42.5749
2,4,524288,42.5669
2,4,524288,42.5651
2,4,524288,42.5701
2,4,524288,42.5635
2,4,524288,42.5639
2,4,524288,43.3835
2,4,524288,42.9447
2,4,524288,42.7383
4,4,524288,15.7804
4,4,524288,15.8956
4,4,524288,15.4684
4,4,524288,15.8398
4,4,524288,15.7354
4,4,524288,16.1573
4,4,524288,15.7029
4,4,524288,15.7128
4,4,524288,16.1325
4,4,524288,15.739
4,4,524288,16.0838
4,4,524288,15.7684
4,4,524288,15.9332
4,4,524288,15.9307
4,4,524288,16.2301
4,4,524288,15.9137
4,4,524288,15.6427
4,4,524288,15.8175
4,4,524288,15.3859
4,4,524288,16.2274
7,4,524288,8.13656
7,4,524288,8.0673
7,4,524288,8.0102
7,4,524288,8.03312
7,4,524288,8.28675
7,4,524288,8.13552
7,4,524288,8.0619
7,4,524288,8.09972
7,4,524288,7.99637
7,4,524288,9.40639
7,4,524288,8.03449
7,4,524288,8.20318
7,4,524288,8.00141
7,4,524288,7.98565
7,4,524288,8.24921
7,4,524288,8.01081
7,4,524288,8.11748
7,4,524288,8.03262
7,4,524288,10.6862
7,4,524288,8.04961
1,2,1048576,156.775
1,2,1048576,156.742
1,2,1048576,156.768
1,2,1048576,156.755
1,2,1048576,156.744
1,2,1048576,157.256
1,2,1048576,156.736
1,2,1048576,156.72
1,2,1048576,156.732
1,2,1048576,156.77
1,2,1048576,156.749
1,2,1048576,156.776
1,2,1048576,156.821
1,2,1048576,156.807
1,2,1048576,156.779
1,2,1048576,156.756
1,2,1048576,156.766
1,2,1048576,156.757
1,2,1048576,156.753
1,2,1048576,156.736
1,4,1048576,156.782
1,4,1048576,156.852
1,4,1048576,156.808
1,4,1048576,156.785
1,4,1048576,156.813
1,4,1048576,156.829
1,4,1048576,156.796
1,4,1048576,156.796
1,4,1048576,156.792
1,4,1048576,156.811
1,4,1048576,157.238
1,4,1048576,158.328
1,4,1048576,158.097
1,4,1048576,157.441
1,4,1048576,157.402
1,4,1048576,156.83
1,4,1048576,156.801
1,4,1048576,156.802
1,4,1048576,156.807
1,4,1048576,156.818
2,4,1048576,160.988
2,4,1048576,161.019
2,4,1048576,161.014
2,4,1048576,161.007
2,4,1048576,161.034
2,4,1048576,161.002
2,4,1048576,161.002
2,4,1048576,161.042
2,4,1048576,161.021
2,4,1048576,161.028
2,4,1048576,161.095
2,4,1048576,160.992
2,4,1048576,160.979
2,4,1048576,160.97
2,4,1048576,160.994
2,4,1048576,160.981
2,4,1048576,160.97
2,4,1048576,160.996
2,4,1048576,160.978
2,4,1048576,160.962
4,4,1048576,59.6361
4,4,1048576,59.9538
4,4,1048576,58.5183
4,4,1048576,58.6959
4,4,1048576,59.311
4,4,1048576,58.49
4,4,1048576,59.9047
4,4,1048576,58.5371
4,4,1048576,60.0259
4,4,1048576,59.1497
4,4,1048576,58.9165
4,4,1048576,58.7163
4,4,1048576,59.0562
4,4,1048576,59.3296
4,4,1048576,59.1399
4,4,1048576,59.4167
4,4,1048576,58.3462
4,4,1048576,60.1923
4,4,1048576,58.618
4,4,1048576,58.8083
7,4,1048576,29.9721
7,4,1048576,29.6409
7,4,1048576,29.6172
7,4,1048576,29.7741
7,4,1048576,29.6312
7,4,1048576,29.6016
7,4,1048576,29.6519
7,4,1048576,29.8715
7,4,1048576,29.8373
7,4,1048576,29.7073
7,4,1048576,29.8495
7,4,1048576,29.6355
7,4,1048576,29.7585
7,4,1048576,29.5925
7,4,1048576,29.7302
7,4,1048576,29.8681
7,4,1048576,29.6403
7,4,1048576,29.7484
7,4,1048576,29.6417
7,4,1048576,29.7142
1,2,2097152,595.486
1,2,2097152,595.172
1,2,2097152,595.052
1,2,2097152,595.027
1,2,2097152,595.563
1,2,2097152,594.949
1,2,2097152,595.354
1,2,2097152,595.271
1,2,2097152,595.036
1,2,2097152,595.206
1,2,2097152,594.937
1,2,2097152,595.025
1,2,2097152,595.176
1,2,2097152,595.016
1,2,2097152,595.133
1,2,2097152,595.039
1,2,2097152,595.401
1,2,2097152,594.989
1,2,2097152,594.991
1,2,2097152,595.475
1,4,2097152,596.097
1,4,2097152,595.549
1,4,2097152,595.227
1,4,2097152,595.711
1,4,2097152,595.227
1,4,2097152,595.184
1,4,2097152,595.514
1,4,2097152,595.579
1,4,2097152,595.198
1,4,2097152,595.619
1,4,2097152,595.648
1,4,2097152,595.278
1,4,2097152,595.295
1,4,2097152,595.43
1,4,2097152,596.407
1,4,2097152,597.146
1,4,2097152,597.189
1,4,2097152,597.36
