2,1024,0.000623451
2,1024,0.000459425
2,1024,0.00042226
2,1024,0.000544497
2,1024,0.000475538
2,1024,0.000393861
2,1024,0.000416183
2,1024,0.000445158
2,1024,0.000438828
2,1024,0.000445887
2,1024,0.000404148
2,1024,0.000443547
2,1024,0.000464201
2,1024,0.000650271
2,1024,0.000415362
2,1024,0.000536651
2,1024,0.000515703
2,1024,0.000405624
2,1024,0.000399303
2,1024,0.00044628
2,1024,0.000487196
2,1024,0.000410609
2,1024,0.000502914
2,1024,0.000416391
2,1024,0.000431441
2,1024,0.000609884
2,1024,0.000477889
2,1024,0.000515303
2,1024,0.000411016
2,1024,0.000403629
2,1024,0.000477674
2,1024,0.000402524
2,1024,0.000807255
2,1024,0.000477108
2,1024,0.000408195
2,1024,0.000499625
4,1024,0.000327553
4,1024,0.000258279
4,1024,0.000403628
4,1024,0.000399916
4,1024,0.000309991
4,1024,0.000276646
4,1024,0.000348066
4,1024,0.00642952
4,1024,0.00399342
4,1024,0.000287701
4,1024,0.0003493
4,1024,0.000380005
4,1024,0.000266513
4,1024,0.000282501
4,1024,0.00426526
4,1024,0.00390144
4,1024,0.00029098
4,1024,0.000318115
4,1024,0.0103599
4,1024,0.00026246
4,1024,0.000291511
4,1024,0.000304951
4,1024,0.00152609
4,1024,0.00211898
4,1024,0.000253345
4,1024,0.00489109
4,1024,0.000295953
4,1024,0.000290596
4,1024,0.000341702
4,1024,0.000323159
4,1024,0.000358806
4,1024,0.000254177
4,1024,0.0077186
4,1024,0.000328971
4,1024,0.00424064
4,1024,0.000267028
8,1024,0.250347
8,1024,0.218246
8,1024,0.0219342
8,1024,0.0123643
8,1024,0.0159404
8,1024,0.0133019
8,1024,0.229111
8,1024,0.0219731
8,1024,0.0218465
8,1024,0.0221774
8,1024,0.0158987
8,1024,0.0221209
8,1024,0.228545
8,1024,0.466098
8,1024,2.72871
8,1024,0.0220203
8,1024,0.226313
8,1024,0.0121686
8,1024,0.0218838
8,1024,0.0219503
8,1024,0.0218456
8,1024,0.761229
8,1024,0.22274
8,1024,0.232121
8,1024,0.226285
8,1024,0.0220236
8,1024,0.462856
8,1024,0.0190102
8,1024,0.0121534
8,1024,0.0148013
8,1024,0.0218399
8,1024,0.0221372
8,1024,0.22904
8,1024,0.0218128
8,1024,0.021965
8,1024,0.0221906
16,1024,0.033598
16,1024,0.0331916
16,1024,0.0333636
16,1024,0.0307419
16,1024,0.0331477
16,1024,0.0308561
16,1024,0.0332851
16,1024,0.0332278
16,1024,0.0236121
16,1024,0.033134
16,1024,0.0331978
16,1024,0.0332731
16,1024,0.0333145
16,1024,0.0333899
16,1024,0.023381
16,1024,0.0253158
16,1024,0.0232359
16,1024,0.0234147
16,1024,0.0287005
16,1024,0.0333374
16,1024,0.0246384
16,1024,0.0332775
16,1024,0.03002
16,1024,0.0232658
16,1024,0.0334104
16,1024,0.0334007
16,1024,0.0232414
16,1024,0.0330935
16,1024,0.0300352
16,1024,0.0333767
16,1024,0.033145
16,1024,0.0233771
16,1024,0.033461
16,1024,0.0363957
16,1024,0.0333507
16,1024,0.0331831
28,1024,0.0339351
28,1024,0.0252326
28,1024,0.0239628
28,1024,0.0796675
28,1024,0.023951
28,1024,0.0241357
28,1024,0.0337248
28,1024,0.0338739
28,1024,0.0336335
28,1024,0.0238741
28,1024,0.0239935
28,1024,0.0337219
28,1024,0.0237591
28,1024,0.0238812
28,1024,0.0239721
28,1024,0.0338681
28,1024,0.0255313
28,1024,0.0243043
28,1024,0.0239859
28,1024,0.0239284
28,1024,0.026804
28,1024,0.0239972
28,1024,0.0239852
28,1024,0.0332066
28,1024,0.0335829
28,1024,0.0238418
28,1024,0.0866895
28,1024,0.0249199
28,1024,0.023892
28,1024,0.023962
28,1024,0.0380712
28,1024,0.023927
28,1024,0.0337857
28,1024,0.0237491
28,1024,0.0702683
28,1024,0.0339346
2,2048,0.00133427
2,2048,0.00186154
2,2048,0.00186506
2,2048,0.00190845
2,2048,0.00150702
2,2048,0.0013796
2,2048,0.00136985
2,2048,0.00133718
2,2048,0.00137636
2,2048,0.00136535
2,2048,0.00140849
2,2048,0.00178403
2,2048,0.0017113
2,2048,0.00171129
2,2048,0.00178116
2,2048,0.00142814
2,2048,0.00157367
2,2048,0.00133787
2,2048,0.00134791
2,2048,0.00259773
2,2048,0.00138422
2,2048,0.00137879
2,2048,0.00188653
2,2048,0.00169403
2,2048,0.00140505
2,2048,0.0013718
2,2048,0.00213416
2,2048,0.00180473
2,2048,0.00173273
2,2048,0.00170745
2,2048,0.00133515
2,2048,0.00134076
2,2048,0.00144419
2,2048,0.00137265
2,2048,0.00147342
2,2048,0.00133437
4,2048,0.000896609
4,2048,0.000908279
4,2048,0.000827267
4,2048,0.000756069
4,2048,0.000761215
4,2048,0.00077279
4,2048,0.000848779
4,2048,0.000910453
4,2048,0.000732964
4,2048,0.0052618
4,2048,0.00078934
4,2048,0.00446542
4,2048,0.000732849
4,2048,0.000769627
4,2048,0.000785995
4,2048,0.00665139
4,2048,0.000935986
4,2048,0.000780833
4,2048,0.000768513
4,2048,0.000871377
4,2048,0.000785404
4,2048,0.0122508
4,2048,0.00110578
4,2048,0.000916948
4,2048,0.000887111
4,2048,0.000737416
4,2048,0.000766387
4,2048,0.000874535
4,2048,0.000979555
4,2048,0.00525447
4,2048,0.00207263
4,2048,0.000755205
4,2048,0.000759475
4,2048,0.00113582
4,2048,0.00470619
4,2048,0.000818594
8,2048,0.580927
8,2048,2.35854
8,2048,0.0472585
8,2048,0.228215
8,2048,0.0224175
8,2048,0.0224334
8,2048,0.0223745
8,2048,0.0126038
8,2048,0.0224554
8,2048,0.230722
8,2048,0.0259289
8,2048,0.0177339
8,2048,0.0126291
8,2048,0.230065
8,2048,0.0126744
8,2048,0.0263812
8,2048,0.022238
8,2048,0.62755
8,2048,1.97439
8,2048,0.0226494
8,2048,0.216809
8,2048,0.0369303
8,2048,0.23297
8,2048,0.232878
8,2048,0.232262
8,2048,0.234099
8,2048,0.0224867
8,2048,0.0315645
8,2048,0.0126352
8,2048,0.0193438
8,2048,0.229794
8,2048,0.234447
8,2048,0.435283
8,2048,0.227678
8,2048,0.22917
8,2048,0.2294
16,2048,0.0337791
16,2048,0.0337631
16,2048,0.0334487
16,2048,0.045685
16,2048,0.229289
16,2048,0.0336972
16,2048,0.0338757
16,2048,0.0336694
16,2048,0.0242394
16,2048,0.0338283
16,2048,0.0330528
16,2048,0.0238662
16,2048,0.0246315
16,2048,0.0302817
16,2048,0.0239067
16,2048,0.0237951
16,2048,0.0336788
16,2048,0.023881
16,2048,0.0343086
16,2048,0.0237459
16,2048,0.0239543
16,2048,0.0336562
16,2048,0.033575
16,2048,0.0335088
16,2048,0.0236709
16,2048,0.0264562
16,2048,0.0337417
16,2048,0.0335986
16,2048,0.0334912
16,2048,0.0237173
16,2048,0.0337643
16,2048,0.0335783
16,2048,0.024071
16,2048,0.0337057
16,2048,0.027546
16,2048,0.0422851
28,2048,0.0243842
28,2048,0.120415
28,2048,0.0323942
28,2048,0.0241938
28,2048,0.0244364
28,2048,0.0876047
28,2048,0.0703488
28,2048,0.0342669
28,2048,0.0341217
28,2048,0.0242551
28,2048,0.0676772
28,2048,0.0951695
28,2048,0.0243327
28,2048,0.0242558
28,2048,0.0242631
28,2048,0.0244256
28,2048,0.0241839
28,2048,0.0342385
28,2048,0.0678052
28,2048,0.0341059
28,2048,0.0244739
28,2048,0.0813073
28,2048,0.0243145
28,2048,0.0874696
28,2048,0.0244196
28,2048,0.0244698
28,2048,0.0243986
